name,logo,logo_size,image,image_size,image_caption,former_name,type,traded_as,ISIN,industry,foundation,founders,location_city,location_country,area_served,key_people,revenue,operating_income,net_income,assets,equity,num_employees,website,_company_name,founder,products,num_employees_year,divisions,founded,hq_location_city,hq_location_country,locations,hq_location,location,logo_caption,alt,subsid,predecessor,num_locations,image_upright,trading_name,services,revenue_year,income_year,net_income_year,assets_year,equity_year,footnotes,logo_alt,image_alt,trade_name,brands,native_name_lang,predecessors,owner,module,homepage,parent,aum,former_names,logo_upright,production,num_locations_year,owners,areas_served,members,members_year,ratio,airline,caption,IATA,ICAO,callsign,aoc,hubs,focus_cities,frequent_flyer,alliance,fleet_size,destinations,commenced,subsidiaries,headquarters,genre,suppressfields,logo_class,profit,company_type,CEO,chairman,rating,defunct,fate,successor,production_year,screenshot,collapsible,collapsetext,language,language_count,country_of_origin,url,commercial,registration,num_users,launch_date,current_status,railroad_name,system_map,map_caption,marks,locale,start_year,end_year,gauge,length,hq_city,bases,notes
"Air Products and Chemicals, Inc.",Logo Air Products.svg,,,,,,[[Public company|Public]],{{ubl|NYSE|APD|[[S&P 500]] component}} {{NYSE|APD}},,"[[Industrial gas]], [[chemicals]]",,,,,Worldwide,{{ubl | [[Wayne T. Smith]] ([[chairman]]) | Eduardo F. Menezes ([[Chief executive officer|CEO]])}},{{decrease}} {{US$|12.04&nbsp;billion|link|=|yes}} (2025),{{nowrap| |decrease| |US$|-877&nbsp;million| (2025)}} {{decrease}} {{US$|-877&nbsp;million}} (2025),{{nowrap| |decrease| |US$|-395&nbsp;million| (2025)}} {{decrease}} {{US$|-395&nbsp;million}} (2025),{{increase}} {{US$|41.06&nbsp;billion}} (2025),{{decrease}} {{US$|15.02&nbsp;billion}} (2025),"{{circa|21,300}} (2025)",{{URL|airproducts.com}},Air Products,Leonard P. Pool,,,,"{{start date and age|1940}} in [[Detroit, Michigan]], U.S.",,,,,"[[Allentown, Pennsylvania]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Airbnb, Inc.",Airbnb Logo Bélo.svg,250px,"888 Brannan, San Francisco, 2016.jpg",250px,Headquarters at 888 Brannan Street,,[[Public company|Public]],{{ubl|NASDAQ|ABNB| (Class A)|[[Nasdaq-100]] component|[[S&P 500]] component}} {{NASDAQ|ABNB}} (Class A),,[[Lodging]],,{{ubl|[[Brian Chesky]]|[[Joe Gebbia]]|[[Nathan Blecharczyk]]}},,,Worldwide,{{Unbulleted list|Brian Chesky ([[Chief executive officer|CEO]])|Nathan Blecharczyk ([[Chief strategy officer|CSO]])}},{{increase}} {{US$|11.1 billion|link|=|yes}} (2024),{{increase}} {{US$|2.55 billion}} (2024),{{decrease}} {{US$|2.65 billion}} (2024),{{increase}} US$20.9 billion (2024),{{increase}} US$8.41 billion (2024),"7,300 (2024)",{{URL|https://www.airbnb.com/|airbnb.com}},Airbnb,,,,,"{{Start date and age|2008|08}} in [[San Francisco, California]], U.S.",,,,,"{{nowrap|[[San Francisco, California]], U.S.}}",,,"{{Plain list|
* Luxury Retreats International Inc.
* [[Tilt.com]] 
* [[Accomable]]
* Aibiying
* Trooly, Inc.
* Deco Software Inc.
* Trip4real Experiences, S.L.
* Larson8, Inc.
* MarketLog, Randorphire Inc.
* [[HotelTonight]]}}",,,,,{{ubl|[[Lodging]]|[[Hospitality]]|[[Homestay]]}},,,,,,,Airbnb logo,,,,,,{{ubl|Brian Chesky (10%)|Nathan Blecharczyk (10%)|Joe Gebbia (7%)}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Akamai Technologies, Inc.",Akamai logo.svg,200px,"Akamai's headquarters in Cambridge, Massachusetts.jpg",250px,"Headquarters in Cambridge, Massachusetts",,[[Public company|Public]],{{ubl|NASDAQ|AKAM|[[S&P 500]] component}} {{NASDAQ|AKAM}},,{{ubl|[[Internet]]|[[Cloud computing]]}},,{{ubl |[[Daniel Lewin]] |[[F. Thomson Leighton]] |[[Randall Kaplan]] |[[Preetish Nijhawan]] |Jonathan Seelig}},,,,"{{ubl|[[F. Thomson Leighton]] ([[Chief financial officer|CEO]]) |[[Daniel Hesse]] ([[chairman]])|ref| name=""Board of Director""|{{Cite web |title=Akamai Announces Board Of Directors Changes |url=https://www.akamai.com/newsroom/press-release/akamai-announces-board-of-directors-changes1| publisher  = Akamai Technologies, Inc. |date=March 18, 2021}}|</ref>}}",{{increase}} {{US$|3.99&nbsp;billion|link|=|yes}} (2024),{{decrease}} US$533&nbsp;million (2024),{{decrease}} US$505&nbsp;million (2024),{{increase}} US$10.4&nbsp;billion (2024),{{increase}} US$4.88&nbsp;billion (2024),"10,748 (2024)",{{URL|akamai.com}},Akamai Technologies,,,,,{{Start date and age|1998}},,,,"{{nowrap|[[Cambridge, Massachusetts]], U.S.}}",,,,,,,,,,,,,,,,,,,,,,,{{infobox network service provider|child|=|yes|asn|=|20940}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albemarle Corporation,Albermarle Corporation.svg,280px,,,,,[[Public company|Public]],{{Unbulleted list|NYSE|ALB|[[S&P 500]] component}} {{NYSE|ALB}},,[[Chemical industry]],{{start date and age|1994}},,"[[Charlotte, North Carolina]]",U.S.,Worldwide,"Kent Masters ([[chairman]], [[President (corporate title)|president]] & [[Chief Executive Officer|CEO]])<br />Scott A. Tozier ([[Chief executive officer|CFO]])",{{decrease}} {{US$|5.38 billion|link|=|yes}} (2024),{{decrease}} &minus;US$1.8 billion (2024),{{decrease}} &minus;US$1.2 billion (2024),{{decrease}} US$16.6 billion (2024),{{increase}} US$9.96 billion (2024),"8,300 (2024)",{{URL|albemarle.com}},Albemarle Corporation,,"[[Lithium]] salts and metals<br />[[Bromine]] and derivatives, including [[flame retardants]]<br />[[Fluid catalytic cracking]] and HPC catalysts<br />[[Fine chemical|fine chemistry]] services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alexandria Real Estate Equities, Inc.",File:Alexandria Real Estate Equities logo.png,,,,,,[[Public company|Public]],{{New York Stock Exchange|ARE}} <BR>[[S&P 500]] component,,[[Real estate investment trust]],,,,,,Joel S. Marcus ([[chairman]])<BR>Marc E. Binda ([[Chief financial officer|CFO]]),{{increase}} $3.116 billion (2024),,{{increase}} $309 million (2024),{{increase}} $37.527 billion (2024),{{decrease}} $17.889 billion (2024),552 (2024),,Alexandria Real Estate Equities,Joel S. Marcus<br>Jerry M. Sudarsky,,,,{{Start date and age|1994|1}},,,,"[[Pasadena, California]], U.S.",,,,,,,,,,,,,,,,,,,,,,[[Norges Bank]] (The Central Bank of Norway)(9.54%),,{{URL|https://www.are.com/}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Align Technology, Inc.",,,,,,,[[Public company|Public]],{{Unbulleted list|nasdaq|ALGN|[[S&P 500]] component}} {{nasdaq|ALGN}},{{ISIN|sl|=|n|pl|=|y|US0162551016}},[[Orthodontics]] devices,{{start date and age|1997}},{{ubl|[[Zia Chishti]]|Kelsey Wirth}},,,Worldwide,"Joe Hogan ([[President (corporate title)|president]] & [[Chief Executive Officer|CEO]])<br />Karim Boussebaa ([[Executive Vice President|EVP]] and [[Managing Director|MD]], iTero Scanner and Services Business) <br />John F. Morici ([[CFO]])<br />Mitra Derakhshan ([[Senior Vice President|SVP]], Global Clinical)",{{increase}} {{US$|4.00&nbsp;billion|link|=|yes}} (2024),{{increase}} {{US$|608&nbsp;million}} (2024),{{increase}} {{US$|421&nbsp;million}} (2024),{{increase}} {{US$|6.21&nbsp;billion}} (2024),{{increase}} {{US$|3.85&nbsp;billion}} (2024),{{formatnum:20945}},,Align Technology,,"[[Clear aligners]], intra-oral scanners, dental CAD SW",2024,,,,,,"[[Tempe, Arizona]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,{{url|https://aligntech.com}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allegion plc,File:Allegion_logo.svg,,,,,,[[Public company|Public]],{{ubl|NYSE|ALLE|[[S&P 500]] component}} {{NYSE|ALLE}},IE00BFRT3W74,"[[Security]], [[Access control]]",,,,,,{{ubl|Lauren Peters (chair)|John Stone (CEO)}},{{nowrap |increase| |US$|3.77 billion|link|=|yes}} {{increase}} {{US$|3.77 billion|link|=|yes}},{{increase}} {{US$|781 million}},{{increase}} {{US$|598 million}},{{increase}} {{US$|4.49 billion}},{{increase}} {{US$|1.50 billion}},"14,400",{{URL|allegion.com}},Allegion,,,2024,,{{Start date and age|1908}},[[Dublin]],Ireland,,,,,,,,,,,,2024,2024,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliant Energy Corporation,Alliant Energy logo.svg,,AlliantEnergySheboyganWisconsinPowerPlant.jpg,,"Alliant's [[Edgewater Generating Station]], a coal power plant in [[Sheboygan, Wisconsin]].",Interstate Energy Corp.,[[Public company|Public]],{{ubl|NASDAQ|LNT|[[S&P 500]] component}} {{NASDAQ|LNT}},,[[Utilities]],,,,,,,"{{increase}} {{US$|3.669 billion|link|=|yes}} (''Fiscal Year Ended December 31, 2021'')","{{increase}} US$0.795 billion (''Fiscal Year Ended December 31, 2021'')","{{increase}} US$0.674 billion (''Fiscal Year Ended December 31, 2021'')","{{increase}} US$18.553 billion (''Fiscal Year Ended December 31, 2021'')","{{increase}} US$5.990 billion (''Fiscal Year Ended December 31, 2021'')","3,375",{{URL|alliantenergy.com}},Alliant Energy,,{{ubl|[[Electricity]]|[[Natural gas]]}},2021,,{{Start date and age|1917}},,,,"[[Madison, Wisconsin]], U.S.",,,,{{Ubl|Interstate Power & Light|Wisconsin Power & Light}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Allstate Corporation,Allstate logo.svg,,,,,,[[Public company|Public]],{{ubl|NYSE|ALL|[[S&P 500]] component}} {{NYSE|ALL}},,[[Insurance]],,,,,,"[[Thomas J. Wilson]] ([[Chairman#Public corporations|chairman]], [[President (corporate title)|president]], and [[Chief Executive Officer|CEO]])",{{increase}} {{US$|64.11&nbsp;billion|link|=|yes}} (2024),{{increase}} {{US$|5.76&nbsp;billion}} (2024),{{increase}} {{US$|4.67&nbsp;million}} (2024),{{nowrap|increase| |US$|111.6&nbsp;billion| (2024)}} {{increase}} {{US$|111.6&nbsp;billion}} (2024),{{increase}} {{US$|21.44&nbsp;billion}} (2024),"{{circa|55,000}} (2024)",{{URL|https://www.allstate.com/}} <br /> {{URL|https://www.allstatecorporation.com/}},Allstate,,"{{flatlist|
* [[Auto insurance|Auto]], [[Home insurance|Home]], [[Life insurance|Life]], [[Motorcycle insurance|Motorcycle]], [[Renters insurance|Renters]], [[Boat]], [[Landlord]], [[condominium|condo]], [[Off-road vehicle]], & [[Business]] [[Insurance]]
* [[Retirement]] & [[Investment]] products
* [[Banking]] services}}",,,{{Start date and age|1931|4|17}},,,,"[[Northbrook, Illinois]], U.S.",,,,"{{Unbulleted list|[[Encompass Insurance Company]]|[[Esurance]]|[[SquareTrade]]|Allstate Identity Protection (formerly InfoArmor, Inc.)|Allstate India|[[Allstate Northern Ireland]]|[[National General Insurance]]}}",,,,,,,,,,,,,,,,,,,,,[[Sears]] (1931–1995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Altria Group, Inc.",Altria logo.svg,,,,,"Philip Morris Companies, Inc. (1985–2003)",[[Public company|Public]],{{ubl|NYSE|MO|[[S&P 100]] component|[[S&P 500]] component}} [[DJIA]] component (until 2008) {{NYSE|MO}},,[[Tobacco industry|Tobacco]],,,,,Worldwide,Billy Gifford ([[chairman]] & [[CEO]]),{{decrease}} {{US$|24.02&nbsp;billion|link|=|yes}} (2024),{{decrease}} US$11.24&nbsp;billion (2024),{{increase}} US$11.26&nbsp;billion (2024),{{decrease}} US$35.18&nbsp;billion (2024),{{increasenegative}} −US$2.19&nbsp;billion (2024),"6,200 (2024)",{{URL|https://www.altria.com/|altria.com}},Altria,,,,,"{{Start date and age|1985}} (as Philip Morris Companies, Inc.)",,,,,"[[Reynolds Metals Company International Headquarters]]<br />[[Henrico County, Virginia]], U.S.",,,"{{plainlist|
* [[Philip Morris USA]]
* [[John Middleton Co.|John Middleton, Inc.]]
* [[U.S. Smokeless Tobacco Company]]
* [[Helix Innovations]]
* [[NJOY]]
* [[Horizon Innovations LLC]]}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amcor plc,Amcor logo.png,175px,,,,,[[Public company|Public]],{{ubl|NYSE|AMCR|[[S&P 500]] component|ASX|AMC}} {{NYSE|AMCR}} {{ASX|AMC}},{{ISIN|sl|=|n|pl|=|y|JE00BJ1F3079}},[[Packaging]],,,,,,Peter Konieczny ([[Chief Executive Officer|CEO]]),{{increase}} {{US$|15.0&nbsp;billion|link|=|yes}} (2025),{{decrease}} {{US$|1.01&nbsp;billion}} (2025),{{decrease}} {{US$|511&nbsp;million}} (2025),{{increase}} {{US$|37.1&nbsp;billion}} (2025),{{increase}} {{US$|11.7&nbsp;billion}} (2025),"77,000 (2025)",{{URL|amcor.com}},Amcor,Samuel Ramsden,[[Packaging]],,,"{{Start date and age|1896}} in [[Melbourne]], Australia",,,,"[[Zürich]], Switzerland",,,,,,,,,,,,,,,Financials {{asof|2025|06|30|lc|=|y}} .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ameren Corporation,Ameren logo.svg,200px,,,,,[[Public company|Public]],{{ubl|NYSE|AEE|[[S&P 500]] component}} {{NYSE|AEE}},,[[Utilities]],,,,,,"{{ubl
|Martin J. Lyons, Jr. ([[chairman]], [[President (corporate title)|president]] & [[Chief executive officer|CEO]])
|Mark C. Birk (Ameren Missouri [[chairman]] & [[President (corporate title)|president]])
|Leonard ""Lenny"" Singh (Ameren Illinois [[chairman]] & [[President (corporate title)|president]])
|Michael L. Moehn (Ameren Services [[chairman]] & [[President (corporate title)|president]])
|Shawn E. Schukar (Ameren Transmission [[chairman]] & [[President (corporate title)|president]])}}",{{decrease}} [[US$]]5.794 Billion (''Fiscal Year Ended 31 December 2020''),{{increase}} [[US$]]1.300 Billion (''Fiscal Year Ended 31 December 2020''),{{increase}} [[US$]]0.871 Billion (''Fiscal Year Ended 31 December 2020''),{{increase}} [[US$]]32.030 Billion (''Fiscal Year Ended 31 December 2020''),{{increase}} [[US$]]9.080 Billion (''Fiscal Year Ended 31 December 2020''),"9,116",{{URL|ameren.com}},Ameren,,"[[Electricity]] <small>(16,900 [[Megawatts#Megawatt|megawatts]])</small> and [[Natural Gas]]","December 31, 2021",,{{Start date and age|1997}},,,,"[[St. Louis, Missouri]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Electric Power Company, Inc.",AEP-Logo-Red-Gray.svg,,AEP Building 1.jpg,,"[[AEP Building]], the company's headquarters in [[Columbus, Ohio]]",,[[Public company|Public]],{{ubl|NASDAQ|AEP|[[DJUA]] component|[[Nasdaq-100]] component|[[S&P 500]] component}} {{NASDAQ|AEP}},,[[Electric Utility|Electric utilities]],{{start date and age|1906}},,,,"{{bulleted list|'''AEP Ohio''': [[Ohio]]|'''AEP Texas''': [[Texas]]|'''Appalachian Power''': [[Tennessee]], [[Virginia]], [[West Virginia]]|'''Indiana Michigan Power''': [[Indiana]], [[Michigan]]|'''Kentucky Power''': [[Kentucky]]|'''PSO''': [[Oklahoma]]|'''SWEPCO''': [[Arkansas]], [[Louisiana]], [[Texas]]}}","Bill Fehrman ([[chairman]], [[President (corporate title)|president]] & [[Chief executive officer|CEO]])",{{increase}} {{US$|19.72 billion|link|=|yes}} (2024),{{increase}} {{US$|4.304 billion}} (2024),{{increase}} {{US$|2.967 billion}} (2024),{{increase}} {{US$|103.1 billion}} (2024),{{increase}} {{US$|26.94 billion}} (2024),"16,330",{{Official URL}},American Electric Power,,{{ubl|[[Electric power generation|Electricity generation]]|[[Electric power transmission]]|[[Electricity distribution]]}},2024,,,,,,,"[[AEP Building]], [[Columbus, Ohio]], U.S.",,,,"Originally American Gas and Electric Company (AG&E), formed in 1906 from Electric Company of America.  Became American Electric Power in 1958; merged with Central and Southwest Corporation in 2000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Express Company,American Express logo (2018).svg,150px,3 World Financial Center.jpg,150px,Headquarters at the [[American Express Tower]],,[[Public company|Public]],{{unbulleted list|NYSE|AXP|[[DJIA]] component|[[S&P 100]] component|[[S&P 500]] component}} {{NYSE|AXP}},,Financial Services,"{{Start date and age|1850|3|18}} , in [[Buffalo, New York]], U.S.",,,,Worldwide,{{unbulleted list |[[Stephen Squeri]] |nowrap|([[Chairman#Public corporations|chairman]] & [[Chief executive officer|CEO]])| | Christophe Le Caillec ([[Chief financial officer|CFO]])}} {{nowrap|([[Chairman#Public corporations|chairman]] & [[Chief executive officer|CEO]])}},{{increase}} {{US$|65.95 billion|link|=|yes}} (2024),{{increase}} {{US$|12.89 billion}} (2024),{{increase}} {{US$|10.13 billion}} (2024),{{increase}} {{US$|271.5 billion}} (2024),{{increase}} {{US$|30.26 billion}} (2024),"75,100 (2024)",,American Express,,{{unbulleted list|[[Charge card]]s|[[Credit card]]s|[[Debit card]]s|[[Traveler's cheque]]s|[[Corporate banking]]}},,,,{{nowrap|[[New York City]]}},U.S.,,[[200 Vesey Street]],,,,"{{unbulleted list|[[American Express Global Business Travel]] (33.54%)|ref|{{Cite web|url=https://uk.marketscreener.com/quote/stock/GLOBAL-BUSINESS-TRAVEL-GR-138707030/company/|title=Global Business Travel Group, Inc.: Shareholders Board Members Managers and Company Profile &#124; US37890B1008 &#124; MarketScreener UK|website=uk.marketscreener.com}}|</ref>|[[Resy]]|American Express National Bank|American Express Ventures|American Express International, Inc.|American Express Centurion Bank|American Express Bank, FSB|American Express Credit Corporation|American Express Travel Related Services Company, Inc.}}","{{bulleted list|class|=|nowrap|Livingston, Fargo & Company|Wells, Butterfield & Company|Wells & Company}}",,,,{{unbulleted list|[[Payment card industry|Payment card services]]|[[Insurance]]|[[Travel]]}},,,,,,,,,,,,,,,{{URL|https://americanexpress.com/}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American International Group, Inc.",AIG new logo.svg,250px,Time-life building.jpg,250px,"AIG headquarters, [[1271 Avenue of the Americas]], New York",,[[Public company|Public]],{{ubl|NYSE|AIG|[[S&P 100]] component|[[S&P 500]] component}} {{NYSE|AIG}},,[[Financial services]],"{{start date and age|1919|12|19}} in [[Shanghai]], [[Republic of China (1912–1949)|China]]",,,,Worldwide,[[Peter Zaffino]] ([[chairman and CEO]]),"{{decrease}} US$27,250,000,000 (2024)",{{increase}} US$3.87 billion (2024),{{decrease}} &minus;US$1.43 billion (2024),{{nowrap|decrease| US$161.3 billion (2024)}} {{decrease}} US$161.3 billion (2024),{{increase}} US$45.52 billion (2024),"{{circa|22,000}} (2024)",{{URL|https://aig.com/}},American International Group,[[Cornelius Vander Starr]],{{ubl|[[General insurance]] |[[Health insurance]] |[[Vehicle insurance]] |[[Travel insurance]] |[[Home insurance]] |[[Life insurance]] |[[Mortgage loan]]s |[[Investment management]] |[[Mutual fund]]}},,,,"[[New York City, New York]]",U.S.,,{{nowrap|[[1271 Avenue of the Americas]]}},,,,[[TATA AIG]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Tower Corporation,American Tower Corporation logo.svg,,,,,,[[Public company|Public]],{{ubl|NYSE|AMT|[[S&P 100]] component|[[S&P 500]] component}} {{NYSE|AMT}},,{{ubl|[[Real estate investment trust]]|Communication services}},,,,,,Steven Vondran ([[President (corporate title)|President]] and [[CEO]]),{{increase}} {{US$|10.1&nbsp;billion|link|=|yes}} (2024),{{increase}} US$4.52&nbsp;billion (2024),{{increase}} US$2.26&nbsp;billion (2024),{{decrease}} US$61.1&nbsp;billion (2024),{{decrease}} US$9.65&nbsp;billion (2024),"4,691 (2024)",{{URL|americantower.com}},American Tower,,,,,{{start date and age|1995}},"[[Boston]], Massachusetts",[[United States]],,,,,,[[CoreSite]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Water Works Company, Inc.",American Water (company) Logo.svg,,American Water (53572825134).jpg,,"Headquarters in [[Camden, New Jersey]]",,[[Public company|Public]],{{ubl|NYSE|AWK|[[DJUA]] component|[[S&P 500]] component}} {{NYSE|AWK}},,[[Utilities]]<br/>Water and wastewater,,{{ubl|James S. Kuhn|W.S. Kuhn}},,,,"John C. Griffith, President and Chief Executive Officer <br/>Cheryl Norton, EVP and Chief Operating Officer<br/>David Bowler, EVP and Chief Financial Officer <br/>
Stacy Mitchell, EVP and General Counsel<br/>Nicholas Furia, VP and Treasurer<br/>Karl F. Kurz, Board member<br/>Jeffrey Edwards, Director<br/>Kimberly J. Harris, Director<br/>Laurie P. Havanec, Director<br/>Julia L. Johnson, Director<br/>Patricia L. Kampling, Director<br/>Michael L. Marberry, Director<br/>Stuart M. McGuigan, Director <br/>Lori Sutton, CHRO",{{up}} {{US$|4.68 billion|link|=|yes}} <small>(2024)</small>,{{up}} US$1.72 billion <small>(2024)</small>,{{up}} US$1.05 billion <small>(2024)</small>,{{up}} US$32.83 billion <small>(2024)</small>,{{up}} US$10.33 billion <small>(2024)</small>,"6,700",[http://www.amwater.com/ American Water Corporate],American Water Works,,[[Water]],,California American Water<br>Hawaii American Water<br>Illinois American Water<br>Indiana American Water<br>Iowa American Water<br>Kentucky American Water<br>Maryland American Water<br>Missouri American Water<br>New Jersey American Water<br>Pennsylvania American Water<br>Tennessee American Water<br>Virginia American Water<br>West Virginia American Water<br> American Water Military Services Group,{{Start date and age|1886}},"Camden, New Jersey",U.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ameriprise Financial, Inc.",Ameriprise Financial logo.svg,,Ameriprise Financial Center Minneapolis 1.jpg,200px,Headquarters at [[Ameriprise Financial Center]],,[[Public company|Public]],{{ubl|NYSE|AMP|[[S&P 500]] component}} {{NYSE|AMP}},,[[Financial services]],,[[John Elliott Tappan|John Tappan]] and J.R. Ridgway,,,Worldwide,[[James M. Cracchiolo]] ([[Chairman#Public corporations|chairman]] & [[Chief executive officer|CEO]])<BR>Walter S. Berman ([[Chief financial officer|CFO]])<BR>[[Jeff Noddle]] (director)<BR>[[Lon R. Greenberg]] (director),{{increase}} {{US$|17.26&nbsp;billion|link|=|yes}} (2024),{{increase}} {{US$|5.258&nbsp;billion}} (2024),{{increase}} {{US$|3.401&nbsp;billion}} (2024),{{increase}} {{US$|181.4&nbsp;billion}} (2024),{{increase}} {{US$|5.228&nbsp;billion}} (2024),"13,600 (2024)",,Ameriprise Financial,,[[Investments]],,,{{Start date and age|1894}},"[[Minneapolis, Minnesota]]",U.S.,,[[Ameriprise Financial Center]],,,,{{ubl|[[Columbia Threadneedle Investments]]|[[RiverSource Life Insurance Company]]}},,,,,"{{flatlist|
* [[Wealth management]]
* [[Asset management]]
* [[Brokerage firm]]
* [[Insurance]]
* [[Financial planner]]}}",,,,,,,,,,,,,,,{{URL|https://ameriprise.com}},,{{increase}} {{US$|1.171&nbsp;trillion}} (2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMETEK, Inc.",Ametek Logo.svg,,,,,,[[Public company|Public]],{{ubl|NYSE|AME|[[S&P 500]] component}} {{NYSE|AME}},,[[Conglomerate (company)|Conglomerate]],,,,,[[World]]wide,{{nowrap|David A. Zapico}} <br />([[Chairman and CEO]]),{{nowrap|increase| |US$|6.94&nbsp;billion|link|=|yes| (2024)}} {{increase}} {{US$|6.94&nbsp;billion|link|=|yes}} (2024),{{nowrap|increase| US$1.78&nbsp;billion (2024)}} {{increase}} US$1.78&nbsp;billion (2024),{{nowrap|increase| US$1.38&nbsp;billion (2024)}} {{increase}} US$1.38&nbsp;billion (2024),{{nowrap|decrease| US$14.6&nbsp;billion (2024)}} {{decrease}} US$14.6&nbsp;billion (2024),{{nowrap|increase| US$9.66&nbsp;billion (2024)}} {{increase}} US$9.66&nbsp;billion (2024),"21,500",{{URL|ametek.com}},Ametek,,{{nowrap|[[Electronic instruments]]}} <br> {{nowrap|[[Electromechanical]] devices}},2024,,{{Start date and age|1930}} (as American Machine and Metals),,,,"[[Berwyn, Pennsylvania]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amgen Inc.,Amgen.svg,250px,Amgenheadquarters.jpg,250px,"Headquarters in Thousand Oaks, California",,[[Public company|Public]],{{unbulleted list|NASDAQ|AMGN|[[Nasdaq-100]] component|[[DJIA]] component|[[S&P 100]] component|[[S&P 500]] component}} {{NASDAQ|AMGN}},{{ISIN|sl|=|n|pl|=|y|US0311621009}},[[Biotechnology]],{{start date and age|1980|4|8}},,,,,"{{unbulleted list|[[Robert A. Bradway]] ([[chairman]], [[President (corporate title)|president]] & [[Chief executive officer|CEO]])|[[Howard Y. Chang]] ([[chief scientific officer|CSO]])}}",{{increase}} {{US$|33.4 billion|link|=|yes}} (2024),{{decrease}} {{US$|7.26 billion}} (2024),{{decrease}} {{US$|4.09 billion}} (2024),{{decrease}} {{US$|91.8 billion}} (2024),{{decrease}} {{US$|5.88 billion}} (2024),"28,000 (2024)",{{URL|https://amgen.com/}},Amgen,,{{hlist|[[Aimovig]]|[[Aranesp]]|[[Blincyto]]|[[Epogen]]|[[Anakinra|Kineret]]|[[Enbrel]]|[[Kyprolis]]|[[Neulasta]]|[[Neupogen]]|[[Nplate]]|[[Parsabiv]]|[[Prolia]]|[[Repatha]]|[[Sensipar]]/[[Mimpara]]|[[Vectibix]]|[[Xgeva]]}},,,,,,,,"{{nowrap|[[Thousand Oaks, California]], U.S.}}",,,,,,,,,,,,,,,,,,,,,,,,,,Applied Molecular Genetics (1980–1983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
