name,logo,type,traded_as,industry,founded,hq_location,hq_location_city,hq_location_country,area_served,key_people,products,revenue,owner,num_employees,subsid,homepage,_company_name,native_name,logo_size,image,image_caption,foundation,founder,location_city,location_country,services,revenue_year,operating_income,income_year,net_income,net_income_year,assets,assets_year,equity,equity_year,owners,footnotes,website,image_size,module,num_employees_year,parent,location,logo_upright,ISIN,aum,ratio,predecessor,logo_caption,former_name,rating,native_name_lang,trading_name,brands,romanized_name,box_width,other_name,color,logo_width,image_width,system,status,locale,start,end,stations,ridership2,open,yearcommenced,operator,character,stock,linelength,gauge,minradius,maxincline,electrification,speed,map,map_state,embedded,divisions,founders,defunct,fate,trade_name,num_locations,num_locations_year,production,pic,piccap,t,l,p,image_alt,caption,linelength_km,tracks,signalling,successor,company_name,company_logo,company_type,airline,fleet_size,destinations,IATA,ICAO,callsign,hubs,secondary_hubs,focus_cities,frequent_flyer,alliance,subsidiaries,headquarters,image_upright,commenced,bases,profit,profit_year
Poly Developments and Holdings.,Polyrealestate.png,[[public company|Public]],{{SSE|600048}} <br>[[CSI A100 Index|CSI A100]],Real estate development,,,,,mainland China,{{aligned table|style|=|text-align: left; font-size: 100%;|Song Guangju|(chairman)|Liu Ping|(managing director)}},,"{{increase}} {{CNY|link|=|yes|154.773&nbsp;[[1,000,000,000|billion]]}}",{{aligned table|style|=|text-align: left; font-size: 100%;|[[China Poly Group Corporation|China Poly Group]]|(40.87%)|[[China Securities Finance]]|(|0|2.58%)|[[Central Huijin Investment|Central Huijin]]|(|0|1.52%)|general public|(55.03%)}} {{0}} 2.58%) {{0}} 1.52%),,,{{URL|gzpoly.com}},Poly Real Estate Group,,,,,{{start date and age|1992|9|14|df|=|yes}},[[China Poly Group Corporation|China Poly Group]],[[Guangzhou]],China,,2016,{{increase}} {{CNY|0|23.123&nbsp;billion}} {{0}} 23.123&nbsp;billion,2016,{{nochange}} {{CNY|0|12.422&nbsp;billion}} {{0}} 12.422&nbsp;billion,2016,{{increase}} {{CNY|467.997&nbsp;billion}},2016,{{increase}} {{CNY|0|89.253&nbsp;billion}} {{0}} 89.253&nbsp;billion,2016,,in [[consolidated financial statement]],,,,,{{aligned table|style|=|text-align: left; font-size: 100%;|Poly Southern Group|(direct)|[[China Poly Group Corporation|China Poly Group]]|(intermediate)|The [[State-owned Assets Supervision and Administration Commission of the State Council|SASAC]]|(intermediate)|The [[State Council of the People's Republic of China|State Council]]|(ultimate)}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Will Semiconductor Co., Ltd. Shanghai",Will Semiconductor.png,[[Public company|Public]],{{ubl|sse|603501| (A Shares)|SWX|WILL| (GDR)|[[CSI A100 Index|CSI A100]]}} {{sse|603501}} (A Shares) {{SWX|WILL}} (GDR),[[Semiconductors]],,,,,,Yu Renrong (Chairman)<br>Wang Song (CEO),,{{Increase}} {{CNY|link|=|yes|21.02 billion}} (2023),,"4,800 (2023)",[[OmniVision Technologies]],{{URL|www.omnivision-group.com}},Will Semiconductor,上海韦尔半导体股份有限公司,,,,{{start date and age|df|=|y|2014|05|15}},Yu Renrong,,,,,,,{{Decrease}} {{CNY|link|=|yes|543.82 million}} (2023),,{{Increase}} {{CNY|link|=|yes|37.74 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|21.50 billion}} (2023),,,,,,,,,"[[Shanghai]], [[China]]",,,,,,,,,,OmniVision Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIC Motor Corporation Limited,SAIC Motor.svg,[[State-owned enterprises of China|State-owned]],{{SSE|600104}},[[Automotive industry|Automotive]],,,,,Worldwide,{{ubl|Wang Xiaoqiu|([[chairman]] of the Board of Directors)|Shen Xiaosu|(chairman of the board of supervisors)|Jia Jianxu|([[President (corporate title)|president]])}},[[Automobiles]],{{decrease}} {{currency|505.06|CNY}} billion (2022),,"215,999 (2022)","{{Collapsible list|title|=|List|
* SAIC Passenger Vehicle
* [[SAIC Maxus]]
* [[Nanjing Automobile]]
* [[IM Motors]] (54%)
* Nanjing Iveco (30.1%)
* [[SAIC Hongyan]]
* [[Sunwin]]
* [[SAIC-GM-Wuling]] (50.1%)
** [[Wuling Motors|Wuling]]
** [[Baojun]]
* [[SAIC Volkswagen]] (50%)
* [[SAIC-GM]] (50%)
* [[SAIC Motor UK]]
* [[SGMW Indonesia]] (74.92%)|ref|{{Cite web |title=SAIC MOTOR CORPORATION LIMITED Annual Report 2022 |url=https://www.saicmotor.com/english/images/investor_relations/annual_report/2023/7/28/173DD77A3A8546FAA9DB26C269E7754B.pdf |quote=Upon completion of the transaction, the Group’s share of net assets of Wuling Indonesia increased from 60.48% to 74.92%}}|</ref>|
* SAIC Motor-[[Charoen Pokphand|CP]] Thailand (51%)
* [[JSW MG Motor India]] (49%)
* [[Hong Kong Tramways]] (50%)}} * SAIC Motor-[[Charoen Pokphand|CP]] Thailand (51%)
* [[JSW MG Motor India]] (49%)
* [[Hong Kong Tramways]] (50%)",{{URL|http://www.saicmotor.com/english/|saicmotor.com}},SAIC Motor,{{nowrap|上海汽车集团股份有限公司}},130px,SAIC Building at Weihai Road-20220828.jpg,"SAIC Building, which is the administration headquarters, [[Jing'an District]]","{{unbulleted list
  | |Start date and age|1955| as Shanghai Internal Combustion Engine Components Company
  | |Start date and age|1995| as Shanghai Automotive Industry Corp. (Group)}} {{Start date and age|1955}} as Shanghai Internal Combustion Engine Components Company {{Start date and age|1995}} as Shanghai Automotive Industry Corp. (Group)",,"[[Anting, Shanghai]]",China,,,"{{decrease}} {{currency|744,062,883,284|CNY}} (2022)",,"{{decrease}} {{currency|16,117,549,650|CNY}} (2022)",,"{{currency|990,107,381,169|CNY}} (2022)",,,,,,,,{{Chinese|child|=|yes|t|=|上海汽車集團股份有限公司|s|=|上海汽车集团股份有限公司|p|=|Shànghǎi Qìchē Jítuán Gǔfèn Yǒuxiàn Gōngsī|j|=|soeng6hoi2 hei3ce1 zaap6tyun4 gu2fan2 jau5haan6 gung1si1|l|=|Shanghai Automotive Group Joint-stock Limited Corporation|altname|=|Abbreviation|t2|=|上汽集團|s2|=|上汽集团|p2|=|Shàngqì Jítuán|j2|=|soeng6hei3 zaap6tyun4|l2|=|order|=|st}},,Shanghai State-owned Assets Supervision and Administration Commission (62.69%),,,,,,,,Shanghai Automotive Industry Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{ubl
  | [[MG Motor]]
  | [[Roewe]]}}",,,,,,,"{{decrease}} 4,013,023 vehicles (2024)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fuyao Glass Industry Group Co., Ltd.",Fuyao Logo.png,[[Public company|Public]],"{{unbulleted list
   | |sse|600660| (A shares)
   | |hkex|3606| (H shares)
   | CSI A50}} {{sse|600660}} (A shares) {{hkex|3606}} (H shares)",[[Glass production]],,,,,Worldwide,[[Cao Dewang]] (Chairman),,{{CNY|21.1 billion|link|=|yes}} (2019),,"26,000",,{{Official URL}},Fuyao Glass Industry Group,,,,,{{Start date and age|1987}},[[Cao Dewang]],[[Fuqing]],China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vanke Co., Ltd. <br/> 万科企业股份有限公司",China Vanke (logo).png,[[Public company]],{{szse|000002}} <br> {{hkex|2202}} <br>CSI A50,[[Real estate]],,,,,,Chairman: [[Yu Liang (entrepreneur)|Yu Liang]]<br/>CEO: Yu Liang,,[[US$]] 65.79 billion (2023),[[Shenzhen Metro]] (29.38%),"131,097 (2023)",,{{URL|vanke.com}},China Vanke,,230px,,,1984,[[Wang Shi (entrepreneur)|Wang Shi]],"[[Dameisha]], [[Yantian District]], [[Shenzhen]], [[Guangdong]]",China,,,,,[[US$]] 1.7 billion (2023),,[[US$]] 212.0 billion (2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aier Eye Hospital Group Co., Ltd.",Aier Eye Hospital.png,[[Public company|Public]],{{SZSE|300015}} <br>CSI A50,[[Health care|Healthcare]],,,,,,"{{ubl
|Chen Bang (Chairman)
|Li Li (CEO)}}",,{{Increase}} {{CNY|link|=|yes|20.37 billion}} (2023),,"36,718 (2023)",,{{URL|https://aierchina.com}},Aier Eye Hospital,爱尔眼科医院集团股份有限公司,,Building of Aier Eye Hospital Group 2021111401.jpg,Hospital in [[Changsha]],{{start date and age|2003|01}},[[Chen Bang]],,,,,,,{{Increase}} {{CNY|link|=|yes|3.66 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|30.19 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|20.02 billion}} (2023),,,,,,,,,"[[Changsha]], [[Hunan]],  China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guotai Haitong Securities,Guotai Haitong Securities.svg,Public,"{{SSE|601211}} , {{hkex|2611}}",[[Financial services]],,,,,,Zhu Jian ([[chairman]]),,{{Increase}} RMB 35.2 billion (2020),,,,{{URL|https://www.gtht.com/}},Guotai Junan Securities,,,,,{{start date and age|1992}},,,,,,{{Increase}} RMB 15.0 billion (2020),,{{Increase}} RMB 11.1 billion (2020),,{{Increase}} RMB 702.9 billion (2020),,{{Increase}} RMB 146.2 billion (2020),,,,,,,,,[[Shanghai]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foshan Haitian Flavouring & Food Co. Ltd,,[[Public company|Public]],{{ubl|SSE|603288| (A share)|SEHK|3288| (H share)}} {{SSE|603288}} (A share) {{SEHK|3288}} (H share),[[Food industry]],{{start date and age|1955|p|=|yes}},,,,,,,,,,,{{URL|www.haitian-food.com}},Foshan Haitian Flavouring & Food Co,佛山市海天調味食品股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,"[[Foshan]], [[Guangdong]], China",,,,,,,,,zh-cn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Zhangzhou Pientzehuang Pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pian tze huang.jpg,Pien Tze Huang [[orally disintegrating tablet]]s,片仔癀,"""heat toxin [and] swelling or pain""",Piànzǎihuáng,,,,,,,,,,,,,,,,,,,,,,,,,,,
China COSCO Shipping Corporation Limited,COSCOCS-ver1.svg,[[State-owned enterprise]],,[[Marine transportation]],{{start date and age|2016}},,[[Shanghai]],[[China]],Worldwide,"*Wan Min <small> (Chairman/[[Chinese Communist Party Committee Secretary|CCP Committee Secretary]]) </small>
*Zajian Wong <small> (COO) </small>
*Meifeng Chen <small> (CFO) </small>",,"$44,655 million (2020)",,"118,243 (2020)",{{ubl|[[COSCO Shipping Development]]|[[COSCO Shipping Energy]]|[[COSCO Shipping International]]|[[COSCO Shipping Ports]]|COSCO Shipping Technology|[[China Shipping Group]]|[[Orient Overseas (International)|Orient Overseas]]|[[OOCL]]}},,China Cosco Holdings,中国远洋海运集团有限公司,150px,China COSCO Shipping Corporation Limited.jpg,COSCO Shipping headquarters,,,,,[[Marine transportation]] <br /> [[Container port|Stevedoring]] <br />[[Chartering (shipping)|Chartering]] <br /> [[Shipbuilding]],,,,,,"$125,906.4 million (2020)",,"$28,202.6 million (2020)",,,,{{Official URL}},,,,,,,,,,{{ubl|COSCO Group| China Shipping Group}},,,,zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[COSCO Shipping Lines]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Railway Group Limited,China Railway Group Limited logo.png,Public,{{ubl|SSE|601390| (A share)|hkex|390| (H share)|[[CSI A100 Index|CSI A100]]}} {{SSE|601390}} (A share) {{hkex|390}} (H share),[[Construction industry|Construction]],,,,,Worldwide,[[Chairman]]: Li Changjin,"[[Railways]], [[Highways]], Installation, [[Design]], [[Survey (human research)|Survey]], [[Manufacturing]], [[Real Estate]], [[Resources]], [[Investments]], [[Mining]]",,Chinese Government (via [[China Railway Engineering Corporation]]),"282,256",,{{URL|http://www.crec.cn/}},China Railway Group Limited,{{native name|zh-hant|中国中铁股份有限公司}},250px,CREC Plaza (20201017143907).jpg,,2007,,[[Beijing]],China,,,,,,,,,,,,,,,"{{Infobox Chinese
 | child |=| yes
 | s |=| 中国中铁股份有限公司
 | t |=| 中國中鐵股份有限公司
 | p |=| Zhōngguó zhōngtiě gǔfèn yǒuxiàn gōngsī
 | l |=| China China Railway Company Limited by Shares
 | altname |=| Chinese short name
 | s2 |=| 中国中铁
 | t2 |=| 中國中鐵
 | p2 |=| Zhōngguó zhōngtiě
 | order|=|st}}",2020,[[China Railway Engineering Corporation]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CREC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank of Shanghai,Bank of Shanghai logo.png,Public,{{ubl|SSE|601229|<hr>|[[SSE 50 Index|SSE 50 Component]]}} {{SSE|601229}},Financial services,{{start date|1996|1|30|df|=|yes}},,Shanghai,China,,,,{{increase}} CNY¥ {{FXConvert|CHN|33.16|b}},{{ubl|Shanghai Government (26.64%)|Central&nbsp;People's&nbsp;Government&nbsp;(12.11%)|[[Banco Santander]] (7.20%)|[[TCL Corporation]] (3.73%)|[[Shanghai Commercial Bank]] (3.00%)|others (47.33%)}},,,,Bank of Shanghai,,,"File:Bank of Shanghai, Jia Ding.png",The Bank of Shanghai building in the [[Jiading District|Jiading district]] of Shanghai,,,,,Retail and corporate banking,2015,{{increase}} CNY¥ {{FXConvert|CHN|15.92|b}},2015,{{increase}} CNY¥ {{FXConvert|CHN|13.00|b}},2015,{{increase}} CNY¥ {{FXConvert|CHN|1.45|t}},2015,{{increase}} CNY¥ {{FXConvert|CHN|92.83|b}},2015,,"in a consolidated basis; please see the report for their definition of revenue, operating income in [[Chinese accounting standards]]",,200px,,,,,,,,{{nochange}} 10.32% (CET1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photo of the Bank of Shanghai building,,,,,,,,,,,,,,,,,,,,,,,,,,
Focus Media,,[[public company|Public]],{{ubl|SZSE|002027|NASDAQ was|FMCN|CSI A50}} {{SZSE|002027}} {{NASDAQ was|FMCN}},[[Advertising]],,,,,,[[Jason Jiang]] ([[chairman & CEO]])<br />[[Weiwei Kong]] ([[Chief financial officer|CFO]]),,$0.9 billion [[USD]] (6.06 billion RMB) (2021),,5309,,{{URL|http://www.focusmedia.cn/en}},Focus Media Information Technology,,,,,{{Start date and age|2003}},,,,,,$2.176 billion USD (14.84 billion RMB)  (2021),,$23.548 million USD (2005),,,,,,,,,,,,,"[[Shanghai]], [[China]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Micro-Fabrication Equipment Inc. China,Advanced Micro-Fabrication Equipment.png,[[Public company|Public]]; partly [[State-owned enterprise|state-owned]],{{SSE|688012}} <br>[[CSI A100 Index|CSI A100]],[[Semiconductors]],,,,,,Gerald Yin (Chairman & CEO),,{{Increase}} {{CNY|link|=|yes|6.26 billion}} (2023),,"1,722 (2023)",,{{Official URL}},Advanced Micro-Fabrication Equipment,中微半导体设备（上海）股份有限公司,,,,{{start date and age|2004|05|31|df|=|y}},Gerald Yin,,,,,,,{{Increase}} {{CNY|link|=|yes|1.78 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|21.53 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|17.82 billion}} (2023),,,,,,,,,"[[Shanghai]], [[China]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beijing Kingsoft Office Software, Inc.",Kingsoft Office.svg,[[Public company|Public]] [[subsidiary]],{{SSE|688111}} <br>[[CSI A100 Index|CSI A100]],[[Software industry|Software]],,,,,,Zou Tao (Chairman)<br>Zhang Qingyuan (CEO),[[WPS Office]],{{Increase}} {{CNY|link|=|yes|4.56 billion}} (2023),,"4,558 (2023)",,{{URL|www.wps.cn}},Beijing Kingsoft Office Software,北京金山办公软件股份有限公司,,,,{{start date and age|2011|12|20|df|=|y}},,,,,,,,{{Increase}} {{CNY|link|=|yes|1.32 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|13.97 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|10.02 billion}} (2023),,,,,,,,[[Kingsoft]],"[[Beijing]], China",,,,,,,,,,Kingsoft Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datong–Qinhuangdao railway,China Railways.svg,[[Heavy rail]],,,,,,,,,,,,,,,Daqin Railway,{{nobold|lang|zh-hans|大秦铁路}} {{lang|zh-hans|大秦铁路}},,File:Karte Bahnstrecke Datong–Qinhuangdao.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zh-hans,,,,,,,40px,,[[China Railway]],In operation,"{{ubl|[[Shanxi]], [[Hebei]], [[Beijing]], [[Tianjin]]}}",{{rws|Datong}},[[Port of Qinhuangdao]],37,,{{start date|1992|12|21|df|=|yes}},,"[[Daqin Railway (company)|Daqin Railway Co., Ltd. ]]",,,,{{RailGauge|sg|allk|=|on}},,,{{25 kV 50 Hz}} ([[Overhead line]]),{{cvt|120|km/h}},{{Datong–Qinhuangdao railway RDT}},collapsed,,,,,,,,,,,,,,,,Map of Datong–Qinhuangdao railway,653,2 ([[Double-track railway|Double-track]]),[[Automatic block signaling|ABS]],,,,,,,,,,,,,,,,,,,,,,
China Everbright Bank,China Everbright Bank logo.png,partial [[state-owned enterprise]],{{ubl|SSE|601818| (A ordinary)|SSE|360013|&nbsp;(A&nbsp;preference)|SEHK|06818| (H ordinary)}} {{SSE|601818}} (A ordinary) {{SSE|360013}} &nbsp;(A&nbsp;preference) {{SEHK|06818}} (H ordinary),Financial services,August 1992,"China Everbright Center, 25 Taipingqiao Avenue, [[Xicheng District]]",Beijing,China,China,{{ubl|Tang Shuangning <small>(Charmian and [[Party Committee Secretary]])</small>|Zhang Jinliang <small>(CEO and Party Committee Deputy Secretary)</small>}},,,{{ubl|consortium of [[Central Huijin Investment|CHI]] (55.58%)|general public (44.42%)}},,,,China Everbright Bank,中国光大银行,,China everbright bank beijing 201705.jpg,Headquarters in Beijing,,,,,Retail and corporate banking,,,,"{{increase}} {{CNY|link|=|yes|29.5&nbsp;[[1,000,000,000|billion]]}}",2015,"{{increase}} {{CNY|3,167.7&nbsp;billion}}",2015,{{increase}} {{CNY|223.5&nbsp;billion}},2015,,in a consolidated basis,[http://www.cebbank.com cebbank.com],250px,,,[[Central Huijin Investment]],,,,,9.24% (CET1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Baowu Steel Group,Baowu Steel Group - Logo.svg,[[State-owned enterprise]],,Steel,,,,,,Hu Wangming <small>([[Chairman]])</small>,"Steel, flat steel products, long steel products, wire products, plates",[[US$]]157.216 billion (2023),[[State Council of the People's Republic of China|Chinese Central Government]] (100%),"382,894 (2023)",see [[#Subsidiaries|list]],[http://www.baowugroup.com/en/ www.baowugroup.com],Baoshan Iron and Steel,,,BaosteelTower0.jpg,"The headquarters, Baosteel Tower in [[Pudong]], [[Shanghai]]",{{start date and age|1978}},,,,,,,,US$2.494 billion (2023),,US$191.964 billion (2023),,,,,,,200px,,,,"[[Shanghai]], China",,,,,Shanghai Baosteel Group Corporation<br />[[Wuhan Iron and Steel Corporation]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shanghai United Imaging Healthcare Co., Ltd.",United Imaging.svg,[[Public company|Public]],{{SSE|688271}} <br>[[CSI A100 Index|CSI A100]],[[Medical technology]],,,,,,"{{ubl
|Zhang Qiang (Chairman & Co-CEO)}}",,{{Increase}} {{CNY|link|=|yes|11.41 billion}} (2023),[[Privately held]],"7,440 (2023)",,{{URL|http://united-imaging.com}},United Imaging,上海联影医疗科技股份有限公司,,,,{{start date and age|2011|03|21|df|=|y}},,,,,,,,{{Increase}} {{CNY|link|=|yes|1.98 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|25.34 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|18.88 billion}} (2023),,,,,,,,,"[[Shanghai]],  China",,,,,,,,,,United Imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{ubl
|Xue Min
|Zhang Qiang}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dawning Information Industry Company Limited (""Sugon"")",Sugon.png,[[Public company|Public]],{{unbulleted list | |SSE|603019|}} {{SSE|603019}},[[High performance computing]],{{start date and age|1996}},,[[Beijing]],People's Republic of China,China,,"[[Supercomputer]]s, [[Server (computing)|x86 servers]]",,,,,,Dawning Information Industry,曙光信息產業有限公司,,,,,,,,,,,,,,,,,,,,{{Official URL}},,,,,"Sugon Building, [[Zhongguancun|Zhongguancun Software Park]], [[Haidian District]]",,,,,,,,,zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui Conch Cement,Anhuiconch.png,[[public company|public]],{{ubl|SSE|600585| (A share)|hkex|00914| (H share)|CSI A50}} {{SSE|600585}} (A share) {{hkex|00914}} (H share),[[Cement]] production and sales,,,,,[[People's Republic of China]],[[Chairman]]: Mr. Guo Wensan,,,{{ubl|Conch Holdings (36.78%)|Conch&nbsp;Venture&nbsp;Investment&nbsp;(5.41%)|[[China&nbsp;Securities&nbsp;Finance]]&nbsp;(3.15%)|[[Central Huijin Investment|Central Huijin]] (1.33%)|[[National Council for Social Security Fund|National&nbsp;Social&nbsp;Security&nbsp;Fund]]&nbsp;(1.02%)}},,,[https://archive.today/20130101142000/http://www.conch.cn/ conch.cn],Anhui Conch Cement,,,,,1997,,"[[Wuhu City|Wuhu]], [[Anhui]]",[[People's Republic of China]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postal Savings Bank of China,Postal Savings Bank of China logo.svg,[[Listed company|listed]],{{unbulleted list|hkex|1658| (H share)|hkex|4612| (H preference)|sse|601658| (A share)|[[CSI 300 Index|CSI 300]]}} {{hkex|1658}} (H share) {{hkex|4612}} (H preference) {{sse|601658}} (A share),,{{start date and age|2007|3|6|df|=|yes}},,,,,"President Lu Jiajin <br>
Chairman Li Quohua",,,,,,[https://www.psbc.com/en/ psbc.com],Postal Savings Bank of China,中国邮政储蓄银行,,中国邮政集团公司.jpg,"Headquarters in [[Beijing, China]]",,,,,,,,,,,,,,,[[China Post Group]] 68.92%,,,220px,,,,"No. 3 Financial Street, Xicheng District, Beijing, PRC",,,,,,,,,zh-cn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Shipbuilding Industry Corporation,Csic.png,[[State owned company]],,"[[Shipbuilding]], [[Arms industry|defense]]",{{start date and age|df|=|yes|1999|7|1}},,,,Worldwide,[[Hu Wenming]] (胡问鸣) ([[Chairman]]),"Ships, submarines, diesel engines, storage batteries, large steel structure fabrications, port machinery, turbochargers, tobacco machinery, gas meters and automation distribution systems",,,,,,China Shipbuilding Industry Company,{{lang|zh-hans|中国船舶重工股份有限公司}},,,,,,"[[Haidian District]], [[Beijing]]",[[China]],,,,,,,,,,,,,[http://www.csic.com.cn www.csic.com.cn],,,,[[State-owned Assets Supervision and Administration Commission of the State Council|SASAC]],,,,,,China State Shipbuilding Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merged with [[China State Shipbuilding Corporation]],,,,,,,,,,,,,,,China State Shipbuilding Corporation Limited,,,,,,,,,,,,,,,,,,,,,
CNOOC Limited<br/>中国海洋石油有限公司,,[[Public company|Public]],{{SEHK|883}} (from 2001) <br>[[Hang Seng Index|Hang Seng Index Component]] (SEHK only)<br>CSI Midcap 200,"Oil and gas, energy",August 1999,,,,,"{{unbulleted list
 |[[Zhong Hua (CNOOC Limited)|Zhong Hua]] (CFO),
 |Xia Qinglong (CEO),
 |[[Yang Hua (businessman)|Yuan Guangyu]] (President)}}",,,,"5,377 (2013)",[[CNOOC Petroleum North America]],[http://www.cnoocltd.com cnoocltd.com],CNOOC Limited,中国海洋石油有限公司,150px,,,,[[China National Offshore Oil Corporation|CNOOC]],,,,,,,,,[[Renminbi|RMB]]384.26 billion,2012,,,,,,,,2012,[[China National Offshore Oil Corporation|CNOOC]],"{{ubl|[[Hong Kong]], [[China]] (registered office)|Beijing (''de facto'')}}",,,,,,,,,zh-hk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transsion Holdings,Transsion Logo.svg,Public company,{{SSE|688036}} <br>[[CSI A100 Index|CSI A100]],[[Consumer electronics]],,,,,{{Unbulleted list|Africa|Latin America|Middle East|South Asia|Southeast Asia}},,{{Unbulleted list|[[Smartphones]]|[[Mobile phone accessories|Mobile accessories]]|[[Home appliance]]s}},{{increase}} US$9.62&nbsp;billion (2024),,,{{Hlist|[[Tecno Mobile|TECNO]]|[[itel Mobile|itel]]|[[Infinix Mobile|Infinix]]|Oraimo|Syinix|Carlcare}},{{URL|transsion.com}},Transsion,,,,,{{Start date and age|2006}} in Hong Kong,[[George Zhu]],[[Shenzhen]],China,,,,,{{Increase}} US$777&nbsp;million (2024),,,,,,,,,,,,,,,,,,,,Transsion Technology,,,'''Transsion''',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unisplendour Corporation Limited,Unisplendour.png,[[Public company|Public]]; [[State-owned enterprise]],{{SZSE|000938}} <br>CSI A50,[[Information technology]],,,,,,Yu Yingtao (chairman)<br>Wang Hongtao (president),,{{Increase}} {{CNY|link|=|yes|77.31 billion}} (2023),,"19,186 (2023)",H3C<br>UNIS WDC,{{Official URL}},Unisplendour,紫光股份有限公司,,,,{{start date and age|1999|03|18|df|=|y}},,,,,,,,{{Decrease}} {{CNY|link|=|yes|3.69 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|87.27 billion}} (2023),,{{Increase}} {{CNY|link|=|yes|40.04 billion}} (2023),,,,,,,,[[Tsinghua Unigroup]],"[[Beijing]], China",,,,,,,,,,UNIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
